Programme;SIREN;NIC;Dénomination;Montant;Objet 2020;Convention 2020;Date de création de l'établissement;Etat administratif;Siège;Répertoire national des associations;Catégorie juridique;COG : code;COG : libellé;Activité;Nomenclature de l'activité;Economie sociale et solidaire
163;822024782;28;FRANCE LOUISIANE FRANCO AMERICANIE;            500,00;FDVA Fonct et Innov /;;12/03/2020;Non déterminé;Non;W081003055;9220;8105;Charleville-Mézières;94.99Z;NAFRev2;O
163;822026969;11;TOUT VA BIEN;          1 000,00;FDVA Formation bénévoles /;;18/06/2016;Non déterminé;Non;W691090713;9220;69383;Lyon 3e Arrondissement;94.99Z;NAFRev2;O
163;822062386;13;UNIVERSITE POPULAIRE DU SAUMUROIS;          1 000,00;FDVA Fonct et Innov /;;24/10/2015;Non déterminé;Non;W493002701;9220;49328;Saumur;94.99Z;NAFRev2;O
163;822080370;15;COMPAGNIE THEATRALE M LE MOT DIT;          3 500,00;FDVA Fonct et Innov /;;29/04/2016;Non déterminé;Non;W692006054;9220;1406;Servignat;90.01Z;NAFRev2;O
163;822098711;10;MEDOC ENFANCE HANDICAP;          6 000,00;FDVA Fonct et Innov / polit part local JEP /;;07/06/2015;Non déterminé;Non;;9220;33193;Grayan-et-l'Hôpital;94.99Z;NAFRev2;O
163;822113114;18;L'ATELIER DES POSSIBLES;          7 388,00;FDVA Fonct et Innov / polit part local JEP /  / 2388;;28/07/2016;Non déterminé;Non;W432004121;9220;43135;Le Monastier-sur-Gazeille;94.99Z;NAFRev2;O
163;822116364;16;LES COLOMBES DU SOLEIL;          1 250,00;FDVA Formation bénévoles /;;22/07/2016;Non déterminé;Non;W832014221;9220;83126;La Seyne-sur-Mer;94.99Z;NAFRev2;O
163;822134078;10;MOM'OUEST;         21 007,00;LoisirsEducatifsJeun / polit part local JEP /  / 7164;;01/07/2016;Non déterminé;Non;W442017037;9220;44109;Nantes;88.91A;NAFRev2;O
163;822152948;29;CINEKOUR / POUR L'EMERGENCE DU COUR;          3 582,00;Postes JEP;;03/04/2017;Non déterminé;Non;W9R1005130;9220;97411;Saint-Denis;94.99Z;NAFRev2;O
163;822164091;16;ACCORDERIE LILLE FIVES;          1 600,00;FDVA Fonct et Innov /;;01/09/2016;Non déterminé;Non;W595027935;9220;59350;Lille;94.99Z;NAFRev2;O
163;822171005;17;ENTREZ   C EST OUVERT;          1 000,00;FDVA Fonct et Innov /;;07/07/2016;Non déterminé;Non;W383003884;9220;38336;Reventin-Vaugris;94.99Z;NAFRev2;O
163;822171195;16;L EMBOUCHURE;          3 500,00;FDVA Fonct et Innov /;;10/08/2016;Non déterminé;Non;W452013242;9220;45024;Baule;90.03B;NAFRev2;O
163;822190252;12;ESPRIT SHAOYIN;          2 000,00;FDVA Fonct et Innov /;;01/09/2016;Non déterminé;Non;W602002244;9220;60157;Clermont;85.51Z;NAFRev2;O
163;822193058;10;ANTIDOT;          1 500,00;FDVA Fonct et Innov /;;18/09/2007;Non déterminé;Non;;9220;9009;Alzen;94.99Z;NAFRev2;O
163;822205886;10;LA FABRIK;          2 000,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;15/02/2016;Non déterminé;Non;;9220;69155;Pomeys;90.01Z;NAFRev2;O
163;822207924;17;ANGOULEME GV;          1 000,00;FDVA Fonct et Innov /;;29/06/2016;Non déterminé;Non;W161005177;9220;16015;Angoulême;93.12Z;NAFRev2;O
163;822224820;24;ASSOCIATION SOYONS LE CHANGEMENT;         21 500,00;LoisirsEducatifsJeun / polit part local JEP /;;14/06/2019;Non déterminé;Non;W332020287;9220;33063;Bordeaux;85.59B;NAFRev2;O
163;822231155;26;CENTRE FRANCAIS DE SECOURISME DU LO;          3 600,00;FDVA Fonct et Innov /;;20/06/2018;Non déterminé;Non;W411004535;9220;41164;Noyers-sur-Cher;94.99Z;NAFRev2;O
163;822256129;13;ASSOCIATION EDUCATIVE MAZY;          8 000,00;FDVA Fonct et Innov / polit part local JEP /;;23/07/2016;Non déterminé;Non;W9C1003890;9220;97308;Saint-Georges;87.90A;NAFRev2;O
163;822271086;16;RESSOURCERIE DU PAYS D ISSOIRE;          9 000,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;11/08/2016;Non déterminé;Non;W633001529;9220;63178;Issoire;94.99Z;NAFRev2;O
163;822297313;14;SAGA CIRQUE;            328,00;Soutien logist J&VA /;;20/08/2016;Non déterminé;Non;W271002225;9220;27598;Saint-Pierre-du-Vauvray;90.01Z;NAFRev2;O
163;822299236;15;L EFFET MORPHO;         17 000,00;FDVA Fonct et Innov / LoisirsEducatifsJeun /;;06/07/2016;Non déterminé;Non;W9C1003872;9220;97309;Remire-Montjoly;94.99Z;NAFRev2;O
163;822320552;26;ARTMADA  PROD;          3 000,00;FDVA Fonct et Innov /;;13/09/2016;Non déterminé;Non;W133018995;9220;13213;Marseille 13e Arrondissement;90.01Z;NAFRev2;O
163;822320842;13;EDUCAL;          2 000,00;FDVA Fonct et Innov /;;05/07/2016;Non déterminé;Non;W131010752;9220;13103;Salon-de-Provence;94.99Z;NAFRev2;O
163;822342531;32;AIKIDO IWAMA RYU CORSICA;          2 000,00;FDVA Fonct et Innov /;;13/02/2018;Non déterminé;Non;W2A1002253;9220;2A004;Ajaccio;93.12Z;NAFRev2;O
163;822353165;19;LES ATELIERS DE LARMOR;          1 000,00;FDVA Fonct et Innov /;;26/07/2016;Non déterminé;Non;W563006301;9220;56106;Larmor-Baden;94.99Z;NAFRev2;O
163;822360137;19;APPRENTISSAGE   REUNION   FORMATION;         20 000,00;LoisirsEducatifsJeun / Métiers animation /;;24/06/2016;Non déterminé;Non;W9R1005197;9220;97411;Saint-Denis;85.59A;NAFRev2;O
163;822378014;10;ASSEMBLEE REGIONALE DES RADIOS ASSO;         10 800,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;19/07/2015;Non déterminé;Non;W113003521;9220;11262;Narbonne;94.99Z;NAFRev2;O
163;822378782;20;OSEZ LE FEMINISME   34;          2 450,00;FDVA Fonct et Innov /;;25/11/2018;Non déterminé;Non;W343017632;9220;34172;Montpellier;94.99Z;NAFRev2;O
163;822396958;24;DIJON GYM ART;          1 200,00;FDVA Fonct et Innov /;;01/12/2017;Non déterminé;Non;W212008639;9220;21231;Dijon;85.51Z;NAFRev2;O
163;822406765;13;PRENDS SOIN DE TOI;          5 000,00;FDVA Fonct et Innov /;;08/07/2016;Non déterminé;Non;W913007314;9220;91332;Leudeville;94.99Z;NAFRev2;O
163;822426672;33;ORANGE PLATINE;          1 000,00;FDVA Fonct et Innov /;;27/09/2018;Non déterminé;Non;W491015037;9220;49007;Angers;85.52Z;NAFRev2;O
163;822450722;19;LES AMIS DU MOULIN D ARRIVAY;          1 500,00;FDVA Fonct et Innov /;;18/02/2002;Non déterminé;Non;;9220;41091;Fossé;91.03Z;NAFRev2;O
163;822450920;19;FAMILLE ET CULTURE EN RURALITE;          1 000,00;FDVA Fonct et Innov /;;14/06/2016;Non déterminé;Non;W594007798;9220;59305;Herzeele;94.99Z;NAFRev2;O
163;822478160;10;HARDINGHEN ESPACE DETENTE;          2 000,00;FDVA Fonct et Innov /;;12/09/2016;Non déterminé;Non;W626001902;9220;62412;Hardinghen;93.29Z;NAFRev2;O
163;822511911;23;INTER ASSOCIATION DU BASSIN D OBJAT;          2 000,00;FDVA Fonct et Innov /;;07/03/2010;Non déterminé;Non;;9220;19153;Objat;94.99Z;NAFRev2;O
163;822512182;20;ICI ET AILLEURS;          2 000,00;FDVA Fonct et Innov /;;19/06/2017;Non déterminé;Non;W262003168;9220;26114;Dieulefit;60.10Z;NAFRev2;O
163;822512422;20;COMPAGNIE D ART D ART;          1 000,00;FDVA Fonct et Innov /;;16/10/2017;Non déterminé;Non;W492003815;9220;49244;Mauges-sur-Loire;90.01Z;NAFRev2;O
163;822516167;27;UP   SPACE MARTINIQUE;         10 000,00;Dévelpt. territorial /;;30/04/2019;Non déterminé;Non;W9M3002145;9220;97227;Sainte-Luce;94.99Z;NAFRev2;O
163;822527461;13;MAISON DES JEUNES ET DE LA CULTURE;         12 164,00;FDVA Fonct et Innov /  / 7164;;09/06/2015;Non déterminé;Non;W913006624;9220;91275;Gometz-le-Châtel;93.29Z;NAFRev2;O
163;822532933;22;TOUT MENU SPORTIF ET SANTE;          3 000,00;FDVA Fonct et Innov /;;14/01/2017;Non déterminé;Non;W313024089;9220;31395;Muret;93.12Z;NAFRev2;O
163;822549705;17;EVREUX JUDO AGGLOMERATION;          2 500,00;FDVA Fonct et Innov /;;01/09/2016;Non déterminé;Non;W273002001;9220;27229;Évreux;93.12Z;NAFRev2;O
163;822562724;10;LES ECLAIREURS CITOYENS LECLAIRCIT;          1 000,00;FDVA Fonct et Innov /;;30/11/2015;Non déterminé;Non;W103003759;9220;10387;Troyes;94.99Z;NAFRev2;O
163;822564894;19;A SECONDE VUE;          2 000,00;FDVA Fonct et Innov /;;21/10/2015;Non déterminé;Non;W743002465;9220;74015;Arbusigny;94.99Z;NAFRev2;O
163;822659470;14;AVENIR DE DONZENAC;          1 000,00;FDVA Fonct et Innov /;;01/09/2016;Non déterminé;Non;;9220;19072;Donzenac;90.03B;NAFRev2;O
163;822677589;19;SEM&VOL-DELEGATION DE SOLIDARITES J;          7 164,00;Postes JEP;;11/10/2013;Non déterminé;Non;W244002977;9220;24491;Saint-Rabier;93.29Z;NAFRev2;O
163;822677589;27;SEM VOL DELEGATION DE SOLIDARITES J;         21 400,00;FDVA Fonct et Innov / polit part local JEP /;;22/05/2018;Non déterminé;Non;W244002977;9220;24068;Le Buisson-de-Cadouin;93.29Z;NAFRev2;O
163;822681466;14;TROC TALENTS;            700,00;FDVA Formation bénévoles /;;29/08/2016;Non déterminé;Non;W423008801;9220;42218;Saint-Étienne;94.99Z;NAFRev2;O
163;822685392;18;CONFEDERATION NATIONALE DU LOGEMENT;            600,00;FDVA Formation bénévoles /;;10/06/2016;Non déterminé;Non;W691060396;9220;69388;Lyon 8e Arrondissement;94.99Z;NAFRev2;O
163;822702775;21;CHAMBRES D ARTS;          1 450,00;FDVA Fonct et Innov /;;25/11/2017;Non déterminé;Non;W343019814;9220;34301;Sète;90.01Z;NAFRev2;O
163;822714218;10;EFFET DE CERF  ASSOCIATION POUR LA;          4 000,00;FDVA Fonct et Innov /;;10/08/2016;Non déterminé;Non;W452013241;9220;45248;Patay;94.99Z;NAFRev2;O
163;822717773;11;DROLE ET DROLESSE DE SAT ANGEAU ET;          1 000,00;FDVA Fonct et Innov /;;13/08/1997;Non déterminé;Non;;9220;16300;Val-de-Bonnieure;94.99Z;NAFRev2;O
163;822717807;17;CLUB FOOT US   CHEER   CENTURIONS D;          1 000,00;FDVA Fonct et Innov /;;22/06/2016;Non déterminé;Non;W712004942;9220;71076;Chalon-sur-Saône;93.12Z;NAFRev2;O
163;822722369;29;DANS LA PEAU DU BTIR;          1 500,00;FDVA Fonct et Innov /;;16/07/2019;Non déterminé;Non;W133025227;9220;13201;Marseille 1er Arrondissement;94.99Z;NAFRev2;O
163;822770046;16;PLEINS ET DELIES;          1 000,00;FDVA Fonct et Innov /;;08/01/2007;Non déterminé;Non;;9220;71081;Champforgeuil;94.99Z;NAFRev2;O
163;822770806;13;AMICALE DES SAPEURS POMPIERS DE CHA;          1 000,00;FDVA Fonct et Innov /;;25/06/2012;Non déterminé;Non;W891001539;9220;89069;Chailley;94.99Z;NAFRev2;O
163;822779112;33;DIGIJEUNES;          6 000,00;FDVA Fonct et Innov / Erasmus + France J&S /;;10/08/2018;Non déterminé;Non;W111004447;9220;31555;Toulouse;94.99Z;NAFRev2;O
163;822788154;26;ASSOCIATION CPVS  CONCIERGERIE PROV;          4 710,00;FDVA Fonct et Innov /;;03/11/2016;Non déterminé;Non;W833003523;9220;83023;Brignoles;94.99Z;NAFRev2;O
163;822791067;17;LES BLOUSES ROSES ALH;          2 000,00;FDVA Formation bénévoles /;;31/03/2008;Non déterminé;Non;W723002716;9220;72181;Le Mans;94.99Z;NAFRev2;O
163;822795753;18;VIELAJOIE;          1 000,00;FDVA Fonct et Innov /;;23/06/2016;Non déterminé;Non;;9220;5047;Éourres;94.99Z;NAFRev2;O
163;822823563;17;ARCANA;          1 000,00;FDVA Fonct et Innov /;;24/07/2016;Non déterminé;Non;W9G1003383;9220;97118;Petit-Bourg;59.11A;NAFRev2;O
163;822825550;12;KOVISUEL;          2 500,00;FDVA Fonct et Innov /;;18/08/2016;Non déterminé;Non;W112002435;9220;11206;Limoux;59.11A;NAFRev2;O
163;822850434;25;ASSOCIATION DEPARTEMENTALE DES JEUN;          2 000,00;FDVA Fonct et Innov /;;29/06/2017;Non déterminé;Non;W872002870;9220;87113;Le Palais-sur-Vienne;90.01Z;NAFRev2;O
163;822856290;17;OASIS DE LEOTOING CETANELLA;          3 514,00;FDVA Fonct et Innov /;;20/07/2016;Non déterminé;Non;;9220;43121;Léotoing;94.99Z;NAFRev2;O
163;822874954;16;LES JARDINS DU SOURIRE;          1 800,00;FDVA Fonct et Innov /;;18/07/2016;Non déterminé;Non;W595027936;9220;59350;Lille;94.99Z;NAFRev2;O
163;822880373;11;JUDO CLUB OCCITAN;          1 500,00;FDVA Fonct et Innov /;;23/06/2016;Non déterminé;Non;W821001985;9220;82169;Saint-Nicolas-de-la-Grave;93.12Z;NAFRev2;O
163;822897724;16;CHEIRON MONTAGNE CLUB;          1 000,00;FDVA Fonct et Innov /;;20/01/2016;Non déterminé;Non;W061007839;9220;6041;Cipières;94.99Z;NAFRev2;O
163;822909347;12;DOMEYRAT REINVENTE;          2 500,00;FDVA Fonct et Innov /;;12/09/2016;Non déterminé;Non;W431001450;9230;43086;Domeyrat;91.03Z;NAFRev2;O
163;822910857;17;ASSOCIATION DES JEUNES TALENTS THEA;          2 000,00;FDVA Fonct et Innov /;;18/07/2016;Non déterminé;Non;W9T1003040;9220;97609;Kani-Kéli;88.99B;NAFRev2;O
163;822935607;17;COMITE DE LA BONNE HUMEUR;          2 500,00;FDVA Fonct et Innov /;;22/09/2016;Non déterminé;Non;;9220;72059;Chantenay-Villedieu;90.01Z;NAFRev2;O
163;822956637;18;DIRE   GUERIR;          5 000,00;FDVA Fonct et Innov /;;18/07/2016;Non déterminé;Non;W373002206;9220;37132;Loches;94.99Z;NAFRev2;O
163;822959508;26;COOP ERE;          6 000,00;FDVA Fonct et Innov /;;27/11/2015;Non déterminé;Non;W913005580;9220;91377;Massy;94.99Z;NAFRev2;O
163;822962247;18;LES JARDINS PARTAGES DE L ANSE GAIA;          3 500,00;FDVA Formation bénévoles /;;21/09/2016;Non déterminé;Non;W9M4000897;9220;97219;Le Prêcheur;94.99Z;NAFRev2;O
163;822974960;12;CERCLE CELTIQUE EN DERIOLE;          1 000,00;FDVA Fonct et Innov /;;20/09/2016;Non déterminé;Non;W354003288;9220;35179;Miniac-Morvan;90.01Z;NAFRev2;O
163;822987533;12;ASSOCIATION BIRMINGH ART;          2 000,00;FDVA Fonct et Innov /;;08/09/2016;Non déterminé;Non;W9G1003427;9220;97103;Baie-Mahault;94.99Z;NAFRev2;O
163;823003926;16;COMITE DEPARTEMENTAL DE LA JEUNESSE;         27 000,00;FDVA Fonct et Innov / LoisirsEducatifsJeun /;;24/06/2015;Non déterminé;Non;W212002800;9220;21231;Dijon;94.99Z;NAFRev2;O
163;823092614;10;LE VIGNOBLE NOYONNAIS;          1 000,00;FDVA Fonct et Innov /;;21/09/2016;Non déterminé;Non;W603003574;9220;60471;Noyon;94.99Z;NAFRev2;O
163;823130497;14;KINBALL CLUB MAUBEUGE VAL DE SAMBRE;          1 600,00;FDVA Fonct et Innov /;;22/06/2016;Non déterminé;Non;W591004717;9220;59392;Maubeuge;93.12Z;NAFRev2;O
163;823154067;16;ZERO DECHET STRASBOURG;          2 300,00;FDVA Fonct et Innov /;;08/09/2016;Non déterminé;Non;;9260;67482;Strasbourg;94.99Z;NAFRev2;O
163;823195474;23;A BICYCLETTE;          4 000,00;FDVA Fonct et Innov /;;20/02/2018;Non déterminé;Non;W1+2002051;9220;19272;Tulle;94.99Z;NAFRev2;O
163;823223300;26;D ICI OU D AILLEURS   RENNES;          6 000,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;11/11/2019;Non déterminé;Non;W353014876;9220;35238;Rennes;94.99Z;NAFRev2;O
163;823224506;27;CENTRE D INFORMATION SUR LES DROITS;          2 000,00;FDVA Fonct et Innov /;;29/09/2017;Non déterminé;Non;W792005157;9220;79191;Niort;94.99Z;NAFRev2;O
163;823225693;14;RENAISSANCE DES GROUX;          5 000,00;FDVA Fonct et Innov /;;25/01/2016;Non déterminé;Non;W943004329;9220;94034;Fresnes;94.99Z;NAFRev2;O
163;823252788;18;PORTE MINE;          7 164,00;Postes JEP;;01/08/2016;Non déterminé;Non;W627006231;9220;62523;Loison-sous-Lens;94.99Z;NAFRev2;O
163;823255492;22;CROCO FUME;          5 000,00;FDVA Fonct et Innov /;;21/12/2018;Non déterminé;Non;W751210472;9220;31446;Ramonville-Saint-Agne;90.01Z;NAFRev2;O
163;823256045;19;COMITE REGIONAL GRAND EST DE LUTTE;          4 000,00;FDVA Fonct et Innov /;;18/10/2016;Non déterminé;Non;W543009481;9220;54526;Tomblaine;93.19Z;NAFRev2;O
163;823270244;10;TADAMOON;          3 000,00;FDVA Fonct et Innov /;;10/06/2016;Non déterminé;Non;W723008765;9220;72181;Le Mans;94.99Z;NAFRev2;O
163;823275490;30;D ANTILLES ET D AILLEURS;         17 000,00;Erasmus + France J&S / polit part local JEP /;;24/03/2019;Non déterminé;Non;W9M3002169;9220;97210;Le François;85.59B;NAFRev2;O
163;823285051;12;HARMONIE MUNICIPALE DE MOUCHIN;          1 100,00;FDVA Fonct et Innov /;;01/09/2016;Non déterminé;Non;W595014599;9220;59419;Mouchin;94.99Z;NAFRev2;O
163;823304548;14;VRAC ATTITUDE;          2 000,00;FDVA Fonct et Innov /;;27/09/2016;Non déterminé;Non;W301004581;9220;30243;Saint-Christol-lez-Alès;94.99Z;NAFRev2;O
163;823305156;15;ELECTEURS EN HERBE - FRANCE;         19 179,00;SoutienNatAssAgréJEP /  / 4179;;22/09/2016;Non déterminé;Non;W751235565;9220;75111;Paris 11e Arrondissement;94.99Z;NAFRev2;O
163;823306253;27;ASSOCIATION L ARECUP;          2 100,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;05/04/2017;Non déterminé;Non;W482002134;9220;48095;Mende;94.99Z;NAFRev2;O
163;823306535;27;MOUVEMENT FRANCAIS POUR  PLANNING F;          6 350,00;FDVA Fonct et Innov /;;27/04/2019;Non déterminé;Non;W832014101;9220;83137;Toulon;94.99Z;NAFRev2;O
163;823307954;29;OIKOS - LA MAISON DES CENTRES SOCIO;         48 402,00;LoisirsEducatifsJeun /  / 39402;;08/02/2017;Non déterminé;Non;W901002641;9220;90010;Belfort;94.99Z;NAFRev2;O
163;823308036;16;LE CINEMA S EXPOSE 91 II;          5 000,00;FDVA Fonct et Innov /;;28/09/2016;Non déterminé;Non;;9220;91659;Villabé;94.99Z;NAFRev2;O
163;823344387;27;LE CABAS DU SOURIRE;          1 000,00;FDVA Fonct et Innov /;;20/01/2017;Non déterminé;Non;W595028177;9220;59512;Roubaix;94.99Z;NAFRev2;O
163;823344551;28;RELAIS SOCIAL;          2 000,00;FDVA Fonct et Innov /;;24/05/2017;Non déterminé;Non;W802012344;9220;80021;Amiens;88.99B;NAFRev2;O
163;823369434;19;UN TROUPEAU POUR LA VIE;          3 000,00;FDVA Fonct et Innov /;;05/08/2016;Non déterminé;Non;W402004604;9220;40182;Mézos;94.99Z;NAFRev2;O
163;823372701;16;MONTREGARD JEUNES ET LOISIRS RAUCOU;          2 000,00;FDVA Fonct et Innov /;;02/06/2014;Non déterminé;Non;W433002884;9220;43142;Montregard;93.12Z;NAFRev2;O
163;823373709;18;L ECOLE DES SPORTS DE CHANTONNAY;          1 000,00;FDVA Fonct et Innov /;;09/06/2010;Non déterminé;Non;W852002494;9220;85051;Chantonnay;93.12Z;NAFRev2;O
163;823375837;15;LES TEMPS BOUILLES;          1 000,00;FDVA Fonct et Innov /;;23/05/2016;Non déterminé;Non;W293003122;9220;29207;Plourin-lès-Morlaix;94.99Z;NAFRev2;O
