Programme;SIREN;NIC;Dénomination;Montant;Objet 2020;Convention 2020;Date de création de l'établissement;Etat administratif;Siège;Répertoire national des associations;Catégorie juridique;COG : code;COG : libellé;Activité;Nomenclature de l'activité;Economie sociale et solidaire
163;819931676;12;LE CERCLE DE KAIBURR  LCDK;          1 000,00;FDVA Fonct et Innov /;;25/01/2016;Non déterminé;Non;W273004047;9220;27679;Verneuil d'Avre et d'Iton;93.12Z;NAFRev2;O
163;819943523;20;MIX EVASION;          5 500,00;LoisirsEducatifsJeun / polit part local JEP /;;26/12/2019;Non déterminé;Non;W012010330;9220;1240;Matafelon-Granges;55.20Z;NAFRev2;O
163;819943655;12;ASSOCIATION TI PLANTEUR;          2 000,00;FDVA Fonct et Innov /;;06/04/2016;Non déterminé;Non;W9R2005057;9220;97414;Saint-Louis;94.99Z;NAFRev2;O
163;819945312;26;CENTRE DINFORMATION SUR LES DROITS;          1 500,00;FDVA Fonct et Innov /;;15/02/2018;Non déterminé;Non;W643007385;9220;64445;Pau;94.99Z;NAFRev2;O
163;819968074;16;INGENIEUR SANS FRONTIERE UNIVERSITE;          1 000,00;FDVA Fonct et Innov /;;28/01/2016;Non déterminé;Non;W521002873;9220;52353;Nogent;94.99Z;NAFRev2;O
163;819971292;27;L ECOLE DU SPORT DES ARTS ET DE LA;          2 000,00;FDVA Fonct et Innov /;;23/04/2016;Non déterminé;Non;W061004455;9220;6130;Saint-Vallier-de-Thiey;93.12Z;NAFRev2;O
163;819973272;27;ASSOCIATION CO LIBRI;          4 380,00;FDVA Fonct et Innov /;;08/08/2017;Non déterminé;Non;W763012771;9220;76152;Cailly;94.99Z;NAFRev2;O
163;819974189;14;TOHU BOHU;          3 500,00;FDVA Fonct et Innov /;;01/04/2016;Non déterminé;Non;W311003910;9220;31435;Poucharramet;94.99Z;NAFRev2;O
163;819988924;18;ASSOCIATION D INFORMATIQUE ET DE RO;          2 500,00;FDVA Fonct et Innov /;;03/05/2015;Non déterminé;Non;W442015404;9220;44143;Rezé;94.99Z;NAFRev2;O
163;820019388;33;SAINT MITRE LES REMPARTS QUINZE;          1 500,00;FDVA Fonct et Innov /;;29/02/2016;Non déterminé;Non;W134005762;9220;13098;Saint-Mitre-les-Remparts;93.12Z;NAFRev2;O
163;820020253;28;THAI BOXING ACADEMY;          1 200,00;FDVA Fonct et Innov /;;19/09/2018;Non déterminé;Non;;9260;57644;Seingbouse;93.12Z;NAFRev2;O
163;820025047;11;KID ARTIST;         54 000,00;LoisirsEducatifsJeun /;;01/04/2016;Non déterminé;Non;W263007750;9220;26173;Marches;88.99B;NAFRev2;O
163;820029098;10;RD JEUNES POUR LA REUSSITE (RASSEMB;          7 164,00;Postes JEP;;19/08/2015;Non déterminé;Non;W941009938;9220;94078;Villeneuve-Saint-Georges;94.99Z;NAFRev2;O
163;820036598;10;FEDERATION REGIONALE DES JEUNES CHA;            300,00;FDVA Formation bénévoles /;;24/10/2015;Non déterminé;Non;W313023610;9220;31069;Blagnac;94.99Z;NAFRev2;O
163;820078210;11;FEDERATION LUDIQUE POUR DECOUVERTE;          1 500,00;FDVA Fonct et Innov /;;16/01/2016;Non déterminé;Non;W604004474;9220;60508;Pontpoint;94.99Z;NAFRev2;O
163;820081222;11;MAISON LEON BLUM;          5 000,00;FDVA Fonct et Innov /;;02/05/2016;Non déterminé;Non;W784004699;9220;78322;Jouy-en-Josas;91.03Z;NAFRev2;O
163;820081230;14;LA CRAVATE SOLIDAIRE LYON;          2 000,00;FDVA Fonct et Innov /;;10/12/2015;Non déterminé;Non;W691089502;9220;69149;Oullins;94.99Z;NAFRev2;O
163;820085090;18;MOUVEMENT POUR UNE ALTERNATIVE NON;          4 600,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;22/02/2016;Non déterminé;Non;W9T1002926;9220;97610;Koungou;94.99Z;NAFRev2;O
163;820085090;34;MOUVEMENT POUR UNE ALTERNATIVE NON;          9 000,00;FDVA Fonct et Innov /;;26/01/2019;Non déterminé;Non;W9T1002926;9220;97611;Mamoudzou;94.99Z;NAFRev2;O
163;820113587;19;CONFRERIE FESTEUSE DES DUCS D HAVRE;          1 800,00;FDVA Fonct et Innov /;;07/12/2006;Non déterminé;Non;W595008880;9220;59599;Tourcoing;93.29Z;NAFRev2;O
163;820115145;14;CASA DI L ASSOCI MAISON DES ASSOCIA;          7 164,00;Postes JEP;;09/02/2015;Non déterminé;Non;W2A4001097;9220;2A249;Propriano;94.99Z;NAFRev2;O
163;820115145;22;CASA DI L ASSOCI MAISON DES ASSOCIA;          8 750,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;19/01/2017;Non déterminé;Non;W2A4001097;9220;2A211;Petreto-Bicchisano;94.99Z;NAFRev2;O
163;820130185;11;TOUS POUR TOUS;          4 000,00;FDVA Fonct et Innov /;;12/04/2016;Non déterminé;Non;W173005103;9220;17142;Dompierre-sur-Mer;90.01Z;NAFRev2;O
163;820147023;15;ASSOCIATION YES WE CAN NETTE;          7 000,00;FDVA Fonct et Innov /;;21/03/2016;Non déterminé;Non;W9T1002954;9220;97611;Mamoudzou;94.99Z;NAFRev2;O
163;820153187;19;POIVRE MLC;          4 000,00;FDVA Fonct et Innov /;;26/10/2015;Non déterminé;Non;W161005319;9220;16015;Angoulême;94.99Z;NAFRev2;O
163;820157121;14;COLLECTIF VACANCE ENTROPIE;          1 000,00;FDVA Fonct et Innov /;;24/04/2016;Non déterminé;Non;W192002406;9220;19272;Tulle;90.01Z;NAFRev2;O
163;820201416;14;PATRIMOINE ET PARTAGE EN MAUGES ET;          1 000,00;FDVA Fonct et Innov /;;06/04/2016;Non déterminé;Non;W492003790;9220;49069;Orée d'Anjou;94.99Z;NAFRev2;O
163;820204295;19;CHEMINS ET PATRIMOINES AU PAYS DES;            500,00;FDVA Formation bénévoles /;;19/08/2015;Non déterminé;Non;W633001413;9220;63098;Chastreix;94.99Z;NAFRev2;O
163;820213783;13;ASSOCIATION R E S P;          2 500,00;FDVA Fonct et Innov / polit part local JEP /;;26/05/1998;Non déterminé;Non;;9220;47108;Gaujac;94.99Z;NAFRev2;O
163;820213924;13;OBJECTIFS 25   LE CINEMA S  EXPOSE;          2 000,00;FDVA Fonct et Innov /;;10/08/2015;Non déterminé;Non;W253001591;9220;25462;Pontarlier;94.99Z;NAFRev2;O
163;820244978;12;OUVERTURE;          1 500,00;FDVA Fonct et Innov /;;02/05/2016;Non déterminé;Non;W301004468;9220;30007;Alès;90.03B;NAFRev2;O
163;820245389;29;COLLECTIF AGIR;          2 000,00;FDVA Fonct et Innov /;;24/11/2017;Non déterminé;Non;W131010372;9220;13001;Aix-en-Provence;94.99Z;NAFRev2;O
163;820247328;17;FEELING   CO   LES YEUX DE LEUR MAI;          1 000,00;FDVA Fonct et Innov /;;17/12/2012;Non déterminé;Non;W543007099;9220;54397;Neuves-Maisons;94.99Z;NAFRev2;O
163;820271617;20;LING ZHI WU;          1 500,00;FDVA Fonct et Innov /;;12/04/2016;Non déterminé;Non;W222001438;9220;22070;Guingamp;93.12Z;NAFRev2;O
163;820278620;27;L ASSO MER;          5 000,00;FDVA Fonct et Innov /;;28/11/2016;Non déterminé;Non;W9M4000884;9220;97205;Case-Pilote;94.99Z;NAFRev2;O
163;820295871;17;PLATE FORME MOBILITE ET INSERTIONS;          4 000,00;FDVA Fonct et Innov /;;02/05/2016;Non déterminé;Non;W401005663;9220;40312;Tarnos;94.99Z;NAFRev2;O
163;820303717;12;LA TELE DE L YONNE;          3 000,00;FDVA Fonct et Innov /;;14/03/2016;Non déterminé;Non;W893002994;9220;89326;Rosoy;59.11A;NAFRev2;O
163;820306165;11;ASSOCIATION FRANC COMTOISE D EDUCAT;          2 000,00;FDVA Fonct et Innov /;;22/03/2016;Non déterminé;Non;W251004867;9220;25056;Besançon;94.99Z;NAFRev2;O
163;820310480;18;LES AMIS DU PATRIMOINE DE BERUGES;          1 000,00;FDVA Fonct et Innov /;;28/05/1999;Non déterminé;Non;W863006449;9220;86024;Béruges;72.20Z;NAFRev2;O
163;820314656;27;LE CAIRN MONNAIE LOCALE ET CITOYENN;          3 500,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;31/05/2017;Non déterminé;Non;W381017218;9220;38185;Grenoble;94.99Z;NAFRev2;O
163;820343879;12;UNION NATIONALE DES ASSOCIATIONS E;          4 200,00;FDVA Formation bénévoles /;;14/03/2016;Non déterminé;Non;W751233258;9220;75119;Paris 19e Arrondissement;94.99Z;NAFRev2;O
163;820346765;28;LE CINEMA S EXPOSE 76   LA CITE DU;          4 500,00;FDVA Fonct et Innov /;;11/12/2017;Non déterminé;Non;W763012506;9220;76476;Port-Jérôme-sur-Seine;94.99Z;NAFRev2;O
163;820367977;15;HERITAGES MARITIME ET FLUVIAL DES R;          2 600,00;FDVA Fonct et Innov /;;29/04/2016;Non déterminé;Non;W594007701;9220;59273;Gravelines;30.12Z;NAFRev2;O
163;820373116;12;URGOAIA;          1 000,00;FDVA Formation bénévoles /;;18/10/2013;Non déterminé;Non;W313020231;9220;31555;Toulouse;94.99Z;NAFRev2;O
163;820373702;19;FIBROMYALGIE AUBE;          2 800,00;FDVA Fonct et Innov /;;08/04/2016;Non déterminé;Non;W103003885;9220;10343;Saint-Julien-les-Villas;94.99Z;NAFRev2;O
163;820402550;17;GROUPEMENT D EMPLOYEURS ADMINISTRAT;          2 500,00;FDVA Fonct et Innov /;;15/03/2016;Non déterminé;Non;W632008271;9220;63113;Clermont-Ferrand;78.30Z;NAFRev2;O
163;820410710;25;PATRIMOINE ET DECOUVERTES EN PAYS D;          2 000,00;FDVA Fonct et Innov /;;26/12/2019;Non déterminé;Non;W224005113;9220;22187;Plérin;94.99Z;NAFRev2;O
163;820485233;10;TINTAMARE;            800,00;FDVA Fonct et Innov /;;24/05/2016;Non déterminé;Non;W052003718;9220;5040;Chorges;94.99Z;NAFRev2;O
163;820492833;18;L EPOPEE   ESPACE POPULAIRE ET EXIG;          1 200,00;FDVA Fonct et Innov /;;26/04/2016;Non déterminé;Non;W594007696;9220;59580;Steenvoorde;90.01Z;NAFRev2;O
163;820495372;14;FAMILLES RURALES GROUPEMENT COLIMAC;          4 000,00;LoisirsEducatifsJeun /;;04/03/2016;Non déterminé;Non;W852007934;9220;85119;Les Landes-Genusson;94.99Z;NAFRev2;O
163;820534212;15;LIGUE DE VOILE DE NORMANDIE;          5 000,00;FDVA Fonct et Innov /;;23/04/2016;Non déterminé;Non;W142011498;9220;14118;Caen;93.12Z;NAFRev2;O
163;820535813;19;DEPENDANSE URBAINE SCHOOL;          1 000,00;FDVA Fonct et Innov /;;15/04/2016;Non déterminé;Non;W627006178;9220;62443;Hersin-Coupigny;93.12Z;NAFRev2;O
163;820537751;19;UNION REGIONALE DES CPIE AUVERGNE R;          5 750,00;FDVA Fonct et Innov /;;30/03/2016;Non déterminé;Non;W691090250;9220;69383;Lyon 3e Arrondissement;94.99Z;NAFRev2;O
163;820559821;13;LA MAISON DU FORGERON;          3 000,00;FDVA Fonct et Innov /;;30/01/2016;Non déterminé;Non;W224005215;9220;22330;Saint-Thélo;94.99Z;NAFRev2;O
163;820574218;13;ASSOCIATION TLM TOUS LES MAQUIS;          2 400,00;polit part local JEP /;;02/11/2015;Non déterminé;Non;W941007061;9220;94068;Saint-Maur-des-Fossés;94.99Z;NAFRev2;O
163;820607455;12;MARE VIVU;          5 000,00;FDVA Fonct et Innov /;;10/05/2016;Non déterminé;Non;W2B2002881;9220;2B233;Pino;94.99Z;NAFRev2;O
163;820648285;14;ANTI FASHION PROJECT;          1 300,00;FDVA Fonct et Innov /;;31/03/2016;Non déterminé;Non;W131010572;9220;13106;Septèmes-les-Vallons;94.99Z;NAFRev2;O
163;820651966;13;LES LANG   DUCTEURS;          1 000,00;FDVA Fonct et Innov /;;19/03/2016;Non déterminé;Non;W561007168;9220;56101;Languidic;94.99Z;NAFRev2;O
163;820656650;18;COLLECTIF LUDIQUE BISONTIN;          2 500,00;FDVA Fonct et Innov /;;02/03/2016;Non déterminé;Non;W251004831;9220;25056;Besançon;94.99Z;NAFRev2;O
163;820696094;29;LUMINA, VALORISATION DE LA JEUNESSE;         15 850,00;aide rés info jeunes / polit part local JEP / SNU /;;24/03/2018;Non déterminé;Non;W9M1006713;9220;97209;Fort-de-France;94.99Z;NAFRev2;O
163;820721447;10;CAMION ANCIEN;          1 000,00;FDVA Fonct et Innov /;;09/09/2011;Non déterminé;Non;W712003972;9220;71306;Montceau-les-Mines;94.99Z;NAFRev2;O
163;820763746;14;ECLAIREUSES ET ECLAIREURS DE L OURC;          5 000,00;FDVA Fonct et Innov /;;22/09/2015;Non déterminé;Non;W931014336;9220;93055;Pantin;94.99Z;NAFRev2;O
163;820786655;10;ASSOCIATION MARTINIQUE JEUNESSE SOL;          1 000,00;FDVA Fonct et Innov /;;01/06/2016;Non déterminé;Non;W9M2001372;9220;97214;Le Lorrain;88.99B;NAFRev2;O
163;820787828;12;EVASION SPORT PASSION;          2 500,00;FDVA Fonct et Innov /;;26/05/2016;Non déterminé;Non;W9G2004129;9220;97101;Les Abymes;93.12Z;NAFRev2;O
163;820788115;13;MAMERS EN SCENE  RENCONTRES THEATRA;          1 500,00;FDVA Fonct et Innov /;;12/04/2016;Non déterminé;Non;W722002186;9220;72181;Le Mans;94.99Z;NAFRev2;O
163;820811248;21;BONJOUR CASCADE;          2 800,00;FDVA Fonct et Innov /;;17/01/2017;Non déterminé;Non;W891004822;9220;89173;Fontaines;94.99Z;NAFRev2;O
163;820812709;13;SOUKA MALICES;          1 500,00;FDVA Fonct et Innov /;;29/09/2015;Non déterminé;Non;W381014336;9220;38225;Autrans-Méaudre en Vercors;94.99Z;NAFRev2;O
163;820847432;11;CENTRE LUDIQUE D UTILITE COLLECTIVE;          2 000,00;FDVA Fonct et Innov /;;25/03/2016;Non déterminé;Non;W702005419;9220;70032;Attricourt;94.99Z;NAFRev2;O
163;820899664;16;LIBERTE FM;          1 000,00;FDVA Fonct et Innov /;;13/05/2016;Non déterminé;Non;W243004989;9220;24352;Ribérac;60.10Z;NAFRev2;O
163;820911147;16;MAISON DES FAMILLES DE MULHOUSE;          3 649,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;20/08/2014;Non déterminé;Non;;9260;68224;Mulhouse;88.99B;NAFRev2;O
163;820927994;13;A TOUT BOUT DE CHANT;          1 000,00;FDVA Fonct et Innov /;;19/05/2016;Non déterminé;Non;W863006507;9220;86294;Vouillé;90.01Z;NAFRev2;O
163;820933315;13;MEYSSAC ECHECS;          1 000,00;FDVA Fonct et Innov /;;23/12/2015;Non déterminé;Non;W191002685;9220;19138;Meyssac;85.51Z;NAFRev2;O
163;820956571;13;CORSICA A GRANITULA;          4 000,00;FDVA Fonct et Innov /;;18/05/2015;Non déterminé;Non;W2B2000079;9210;2B205;Patrimonio;94.99Z;NAFRev2;N
163;820961605;20;LA RADE;          2 800,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;15/03/2019;Non déterminé;Non;W561006964;9220;56098;Lanester;60.10Z;NAFRev2;O
163;820983781;15;FAFADANE SOLIDARITE INTERNATIONALE;          2 000,00;FDVA Fonct et Innov /;;09/05/2016;Non déterminé;Non;W623002912;9220;62160;Boulogne-sur-Mer;94.99Z;NAFRev2;O
163;821017845;24;ASSOCIATION SANS PRETENTION;          4 000,00;LoisirsEducatifsJeun /;;10/11/2017;Non déterminé;Non;W762005220;9220;76329;Gruchet-le-Valasse;94.99Z;NAFRev2;O
163;821019940;13;JUDO BILLOM;          2 000,00;FDVA Fonct et Innov /;;26/05/2016;Non déterminé;Non;W632008299;9220;63040;Billom;93.12Z;NAFRev2;O
163;821044625;19;DEEP FRANCE;          2 000,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;28/10/2015;Non déterminé;Non;W595026637;9220;59009;Villeneuve-d'Ascq;94.99Z;NAFRev2;O
163;821062510;10;GROIN DE FOLIE;          1 500,00;FDVA Fonct et Innov /;;15/03/2016;Non déterminé;Non;W224005259;9220;22093;Lamballe-Armor;94.99Z;NAFRev2;O
163;821071099;39;ZERO DECHET LYON;          3 000,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;09/01/2020;Non déterminé;Non;W691090308;9220;69389;Lyon 9e Arrondissement;94.99Z;NAFRev2;O
163;821103538;20;L OFFICINE THEATRALE DE HIERONYMUS;          3 000,00;FDVA Fonct et Innov /;;15/07/2018;Non déterminé;Non;W133024905;9220;13201;Marseille 1er Arrondissement;90.01Z;NAFRev2;O
163;821103884;10;VIE TOIT 44;          1 000,00;FDVA Formation bénévoles /;;26/05/2016;Non déterminé;Non;W442016934;9220;44109;Nantes;94.99Z;NAFRev2;O
163;821106283;12;LETI SPORTS ACADEMIE;          2 500,00;FDVA Fonct et Innov /;;19/10/2015;Non déterminé;Non;W762006368;9220;76351;Le Havre;93.19Z;NAFRev2;O
163;821108537;27;RESEAU ACCOMPAGNEMENT SOLIDARITE;          4 000,00;FDVA Fonct et Innov /;;12/05/2017;Non déterminé;Non;W653003702;9220;65440;Tarbes;56.30Z;NAFRev2;O
163;821131711;11;ACCORDANCES;          2 500,00;FDVA Fonct et Innov /;;06/02/2016;Non déterminé;Non;W442016565;9220;44166;Saint-Jean-de-Boiseau;94.99Z;NAFRev2;O
163;821136793;22;MEET ENGLISH;          1 500,00;FDVA Fonct et Innov /;;13/03/2017;Non déterminé;Non;W9G2003794;9220;97118;Petit-Bourg;85.59B;NAFRev2;O
163;821185691;10;LA FERME DES GLOBE TROTTERS;          6 000,00;FDVA Fonct et Innov /;;07/06/2016;Non déterminé;Non;W103003929;9220;10165;Géraudot;94.99Z;NAFRev2;O
163;821188752;17;JEUNES DIBOUT;          3 000,00;polit part local JEP /;;14/06/2016;Non déterminé;Non;W9C2000600;9220;97306;Mana;93.19Z;NAFRev2;O
163;821237336;10;CENTRE DE RECHERCHE SUR LES ASSOCIA;         10 000,00;INJEP-Observ Jeuness /;;22/04/2015;Non déterminé;Non;W784004553;9220;78646;Versailles;94.99Z;NAFRev2;O
163;821242385;10;FORMATION RECHERCHE ACTION PEDAGOGI;          3 000,00;polit part local JEP /;;11/05/2016;Non déterminé;Non;W261002313;9220;26183;Mirabel-et-Blacons;85.59A;NAFRev2;O
163;821264116;12;ASSOCIATION FOOTBALL BOUCHARDAIS;          2 500,00;FDVA Fonct et Innov /;;01/07/2016;Non déterminé;Non;W371002218;9220;37119;L'Île-Bouchard;93.12Z;NAFRev2;O
163;821266400;18;COLLECTIF LAICITE DU PERCHE;          2 500,00;FDVA Fonct et Innov /;;18/05/2016;Non déterminé;Non;W284000977;9220;28280;Nogent-le-Rotrou;94.99Z;NAFRev2;O
163;821266772;10;LE FIL DE L ARVE;          2 000,00;FDVA Fonct et Innov /;;26/12/2012;Non déterminé;Non;W742002167;9220;74056;Chamonix-Mont-Blanc;60.10Z;NAFRev2;O
163;821279528;11;ASSO AIDE ATOUT;          1 000,00;FDVA Fonct et Innov /;;01/07/2016;Non déterminé;Non;W621005450;9220;62131;Bihucourt;78.30Z;NAFRev2;O
163;821339785;15;TOUT COURT   EURE;          2 250,00;FDVA Fonct et Innov /;;29/06/2016;Non déterminé;Non;W271002200;9220;27284;Gisors;59.14Z;NAFRev2;O
163;821355260;18;L OUTIL EN MAIN DU PAYS SOULETIN;          1 000,00;FDVA Fonct et Innov /;;15/06/2016;Non déterminé;Non;;9220;64214;Espès-Undurein;94.99Z;NAFRev2;O
163;821376852;17;SECOND SOUFFLE;          5 000,00;FDVA Fonct et Innov /;;02/07/2016;Non déterminé;Non;;9220;78513;La Queue-les-Yvelines;96.09Z;NAFRev2;O
163;821384948;13;ACADEMIE SPORTIVE MOULINS FOOTBALL;          1 000,00;FDVA Fonct et Innov /;;17/06/2016;Non déterminé;Non;W032003286;9220;3190;Moulins;93.12Z;NAFRev2;O
163;821386604;10;ASSOCIATION ACCRO VAL;          1 000,00;FDVA Fonct et Innov /;;14/04/2003;Non déterminé;Non;W181007813;9220;18033;Bourges;93.29Z;NAFRev2;O
163;821387834;12;TAULE CARANTEC HANDBALL;          2 000,00;FDVA Fonct et Innov /;;23/05/2016;Non déterminé;Non;W293003121;9220;29279;Taulé;93.12Z;NAFRev2;O
163;821399151;17;AU P TIT BLOSNEUR;          3 200,00;FDVA Fonct et Innov /;;19/02/2016;Non déterminé;Non;W353014529;9220;35238;Rennes;94.99Z;NAFRev2;O
163;821406212;18;A I M E  CONTRE L ENDOMETRIOSE;          2 500,00;FDVA Fonct et Innov /;;25/04/2016;Non déterminé;Non;W451004738;9220;45068;Châlette-sur-Loing;88.99B;NAFRev2;O
163;821411865;24;LA SONNANTE;          1 500,00;FDVA Fonct et Innov /;;16/02/2018;Non déterminé;Non;;9220;65464;Vielle-Adour;94.99Z;NAFRev2;O
163;821428380;17;LIGUE DU GRAND EST DE BADMINTON;          5 000,00;FDVA Fonct et Innov /;;02/07/2016;Non déterminé;Non;W543009231;9220;54526;Tomblaine;93.12Z;NAFRev2;O
163;821431608;16;LES ACCORDS DU LION D OR;          1 000,00;FDVA Fonct et Innov /;;03/06/2016;Non déterminé;Non;W714001718;9220;71522;Simandre;94.99Z;NAFRev2;O
163;821443678;15;ZAM COWORKING;          4 000,00;FDVA Fonct et Innov /;;22/10/2015;Non déterminé;Non;W512001814;9220;51030;Aÿ-Champagne;94.99Z;NAFRev2;O
163;821464237;22;CONVERGENCE;          2 000,00;FDVA Fonct et Innov /;;09/04/2018;Non déterminé;Non;W473002159;9220;47106;Fumel;94.99Z;NAFRev2;O
163;821492360;10;PAYS D AUGE BADMINTON;          1 800,00;FDVA Fonct et Innov /;;06/07/2016;Non déterminé;Non;W143003632;9220;14366;Lisieux;94.99Z;NAFRev2;O
163;821497088;12;RESEAU VILLAGE FACTORY;          2 000,00;FDVA Fonct et Innov /;;26/05/2015;Non déterminé;Non;W721001383;9220;72010;Asnières-sur-Vègre;94.99Z;NAFRev2;O
163;821512365;15;PANTHERES MULHOUSE BASKET ALSACE;          1 500,00;FDVA Fonct et Innov /;;01/07/2016;Non déterminé;Non;;9260;68224;Mulhouse;93.12Z;NAFRev2;O
163;821521440;15;AMI E S DES LUDOTHEQUES SUR ROUES;          1 750,00;FDVA Formation bénévoles /;;04/04/2016;Non déterminé;Non;;9220;4162;Revest-des-Brousses;94.99Z;NAFRev2;O
163;821563574;10;LIGUE GRAND EST DE JUDO JUJITSU KEN;          1 500,00;Fonds d’urgence Colonies de vacances et classes de découvertes;;25/06/2016;Non déterminé;Non;W543009388;9220;54526;Tomblaine;93.12Z;NAFRev2;O
163;821564796;18;BASKET CLUB DU CERIZEEN;          1 000,00;FDVA Fonct et Innov /;;08/04/2016;Non déterminé;Non;W791002252;9220;79062;Cerizay;93.12Z;NAFRev2;O
163;821574506;19;STRAS ORGUES;          1 500,00;FDVA Fonct et Innov /;;15/02/2016;Non déterminé;Non;;9260;67482;Strasbourg;94.99Z;NAFRev2;O
163;821584752;17;GRANDIR ICI;          1 500,00;FDVA Fonct et Innov /;;14/06/2016;Non déterminé;Non;W052003891;9220;5061;Gap;88.99A;NAFRev2;O
163;821587722;17;PARLONS EN;          1 000,00;FDVA Fonct et Innov /;;16/12/2011;Non déterminé;Non;W792003577;9220;79298;Saint-Symphorien;94.99Z;NAFRev2;O
163;821618873;11;ABC LOISIRS 972;         10 000,00;LoisirsEducatifsJeun /;;16/05/2016;Non déterminé;Non;W9M4000889;9220;97234;Bellefontaine;88.91A;NAFRev2;O
163;821665601;18;DANS LE FIL DU VENT;          1 200,00;FDVA Fonct et Innov /;;04/07/2016;Non déterminé;Non;W502004671;9220;50480;Saint-Germain-le-Gaillard;94.99Z;NAFRev2;O
163;821678729;12;SECOURS POPULAIRE FRANCAIS COMITE D;          2 000,00;FDVA Fonct et Innov /;;09/03/2016;Non déterminé;Non;;9220;8190;Givet;94.99Z;NAFRev2;O
163;821688306;25;MOUVEMENT DE PALIER;          3 000,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;15/01/2018;Non déterminé;Non;W691089284;9220;69384;Lyon 4e Arrondissement;94.99Z;NAFRev2;O
163;821691151;20;SOLINUM;          3 000,00;FDVA Fonct et Innov /;;25/06/2018;Non déterminé;Non;W332019029;9220;33063;Bordeaux;94.99Z;NAFRev2;O
163;821697745;15;LA CRAVATE SOLIDAIRE PAU;          5 000,00;FDVA Fonct et Innov / FDVA Formation bénévoles /;;12/07/2016;Non déterminé;Non;W643007497;9220;64445;Pau;94.99Z;NAFRev2;O
163;821707171;20;AVANT GARDE PORTOISE BASKET;          1 000,00;FDVA Fonct et Innov /;;01/09/2018;Non déterminé;Non;W543009174;9220;54483;Saint-Nicolas-de-Port;93.12Z;NAFRev2;O
163;821710407;15;ASSOCIATION SEMIS A TOUT VA;          2 000,00;FDVA Fonct et Innov /;;03/09/2015;Non déterminé;Non;W633001508;9220;63178;Issoire;93.29Z;NAFRev2;O
163;821719796;12;LES MAINS POUR LE DIRE;          1 500,00;FDVA Fonct et Innov /;;08/05/2016;Non déterminé;Non;W332020066;9220;33063;Bordeaux;88.10B;NAFRev2;O
163;821727476;11;GRAINE   GENERER DES RENCONTRES POU;          2 000,00;FDVA Fonct et Innov /;;23/06/2016;Non déterminé;Non;;9220;82195;Villemade;85.59B;NAFRev2;O
163;821746799;21;LES FAQUINS;          4 300,00;FDVA Fonct et Innov /;;05/10/2016;Non déterminé;Non;W802011895;9220;80021;Amiens;59.11C;NAFRev2;O
163;821747474;12;LE P H A R E DE L EYRE;          5 000,00;FDVA Fonct et Innov /;;08/08/2014;Non déterminé;Non;W336002781;9220;33051;Biganos;88.10B;NAFRev2;O
163;821771011;29;KODOKAN JUDO 04 PAYS DE FORCALQUIER;            800,00;FDVA Fonct et Innov /;;27/08/2016;Non déterminé;Non;W044002515;9220;4088;Forcalquier;93.12Z;NAFRev2;O
163;821825171;19;COMPAGNIE ATREBATES THEATRE;          2 000,00;FDVA Fonct et Innov /;;19/02/2013;Non déterminé;Non;W621004287;9220;62785;Savy-Berlette;94.99Z;NAFRev2;O
163;821865672;17;68 PREMIERES FOIS;          1 000,00;FDVA Fonct et Innov /;;29/06/2016;Non déterminé;Non;W723008914;9220;72181;Le Mans;94.99Z;NAFRev2;O
163;821873494;16;INSTANTS SAUVAGES 74;          1 000,00;FDVA Fonct et Innov /;;06/11/2015;Non déterminé;Non;W743002240;9220;74090;Cornier;94.99Z;NAFRev2;O
163;821889797;14;BALMA ARC CLUB;          1 500,00;FDVA Fonct et Innov /;;01/09/2016;Non déterminé;Non;W313024724;9220;31044;Balma;93.12Z;NAFRev2;O
163;821893351;14;PHARE;          2 400,00;LoisirsEducatifsJeun /;;01/09/2016;Non déterminé;Non;;9220;50041;La Hague;94.99Z;NAFRev2;O
163;821902657;13;CENTRE CULTUREL DE GOUTELAS;          1 000,00;FDVA Fonct et Innov /;;11/07/2016;Non déterminé;Non;W421004219;9220;42136;Marcoux;94.99Z;NAFRev2;O
163;821917077;17;POLE CYCLISME SAUMUROIS;          3 000,00;FDVA Fonct et Innov /;;31/05/2016;Non déterminé;Non;W493002824;9220;49328;Saumur;93.12Z;NAFRev2;O
163;821920212;23;PLAISIR D ENFANT;         18 000,00;LoisirsEducatifsJeun / polit part local JEP /;;16/09/2016;Non déterminé;Non;W9M1006748;9220;97209;Fort-de-France;94.99Z;NAFRev2;O
163;821920642;13;MONT PLATEAU;          2 400,00;FDVA Fonct et Innov /;;01/06/2016;Non déterminé;Non;W862002215;9220;86165;Montmorillon;94.99Z;NAFRev2;O
163;822010062;13;ISLAND NATURE ST BARTH EXPERIENCES;          5 689,00;FDVA Fonct et Innov /;;01/07/2016;Non déterminé;Non;W9J1000129;9220;97701;Saint-Barthélemy;94.99Z;NAFRev2;O
